tripinfos [xmlns:xsi],tripinfos [xsi:noNamespaceSchemaLocation],tripinfo [arrivalLane],tripinfo [arrivalPos],tripinfo [arrivalSpeed],tripinfo [arrival],tripinfo [departDelay],tripinfo [departLane],tripinfo [departPos],tripinfo [departSpeed],tripinfo [depart],tripinfo [devices],tripinfo [duration],tripinfo [id],tripinfo [rerouteNo],tripinfo [routeLength],tripinfo [speedFactor],tripinfo [stopTime],tripinfo [timeLoss],tripinfo [vType],tripinfo [vaporized],tripinfo [waitingCount],tripinfo [waitingTime]
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-140666044_0,36.20,21.02,352.00,0.81,174150704_0,5.10,0.00,27.00,tripinfo_veh85 routing_veh85,325.00,veh85,1,3152.29,1.00,0.00,107.00,veh_passenger,,6,48.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1267913870_0,4.37,7.76,352.00,3.94,-200853172#0_0,5.10,0.00,113.00,tripinfo_veh354 routing_veh354,239.00,veh354,1,1906.76,1.00,0.00,92.04,veh_passenger,,3,55.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7518989#3_0,20.19,15.03,353.00,0.53,7546196#1_0,5.10,0.00,11.00,tripinfo_veh34 routing_veh34,342.00,veh34,1,4889.72,1.17,0.00,65.92,veh_passenger,,1,31.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519925#4_0,0.20,6.67,353.00,0.06,7546352_0,5.10,4.88,196.00,tripinfo_veh636 routing_veh636,157.00,veh636,1,1564.52,1.17,0.00,28.76,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7513002#4_0,13.50,7.42,358.00,0.53,7515920#1_0,5.10,0.00,186.00,tripinfo_veh602 routing_veh602,172.00,veh602,1,1540.78,1.05,0.00,44.48,veh_passenger,,1,6.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1235554244#0_0,3.07,6.99,360.00,0.26,7333388#3_0,5.10,0.00,97.00,tripinfo_veh314 routing_veh314,263.00,veh314,1,3337.47,0.97,0.00,37.12,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,89708146_0,127.83,8.35,362.00,0.64,722477541_0,5.10,0.00,41.00,tripinfo_veh131 routing_veh131,321.00,veh131,1,4268.11,1.02,0.00,45.34,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7513024#1_0,49.13,7.22,362.00,0.45,142383222#7_0,5.10,0.00,67.00,tripinfo_veh216 routing_veh216,295.00,veh216,1,2721.41,0.87,0.00,42.33,veh_passenger,,1,5.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,58899262#3_0,66.26,8.12,362.00,2.01,7517101#0_1,5.10,0.00,112.00,tripinfo_veh357 routing_veh357,250.00,veh357,1,2045.15,1.02,0.00,79.82,veh_passenger,,3,44.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.66,362.00,0.50,-275095923#6_0,5.10,0.00,293.00,tripinfo_myflow1.11 routing_myflow1.11,69.00,myflow1.11,1,541.87,1.03,0.00,6.79,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7331811#2_0,4.59,8.00,363.00,0.82,385091790#0_0,12.10,0.00,206.00,tripinfo_bus222 routing_bus222,157.00,bus222,1,1069.27,1.00,0.00,64.96,bus_bus,,2,35.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1083002741#0_0,2.08,8.95,364.00,0.90,-7519667#2_0,5.10,0.00,195.00,tripinfo_veh630 routing_veh630,169.00,veh630,1,2027.95,1.04,0.00,21.74,veh_passenger,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7515882#1_0,68.13,8.30,367.00,0.37,144024130_0,8.34,0.00,200.00,tripinfo_bus216 routing_bus216,167.00,bus216,1,1708.44,1.00,0.00,28.96,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510628#20_0,25.16,8.12,368.00,0.50,7513040#2_0,5.10,0.00,27.00,tripinfo_veh86 routing_veh86,341.00,veh86,1,4217.38,1.02,0.00,52.68,veh_passenger,,1,4.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519861#1_0,29.83,2.72,368.00,0.35,7518961#0_0,5.10,0.00,208.00,tripinfo_veh674 routing_veh674,160.00,veh674,1,1449.64,0.92,0.00,17.84,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7519789#0_0,109.58,14.89,369.00,0.23,7520061#2_0,5.10,0.00,121.00,tripinfo_veh392 routing_veh392,248.00,veh392,1,2493.74,1.12,0.00,45.79,veh_passenger,,1,3.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,329076846#2_0,4.39,11.51,370.00,0.96,827614282#2_0,0.20,0.00,281.00,tripinfo_bus303 routing_bus303,89.00,bus303,1,945.16,1.00,0.00,38.75,bus_bus,,2,17.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,144024129_0,3.89,8.97,371.00,0.34,682518229#0_0,5.10,7.84,155.00,tripinfo_veh502 routing_veh502,216.00,veh502,1,2322.80,0.94,0.00,29.67,veh_passenger,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7520173#0_0,165.43,7.18,372.00,0.00,-7519667#10_0,5.10,0.00,122.00,tripinfo_veh396 routing_veh396,250.00,veh396,1,2384.23,1.02,0.00,22.03,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,108566873_0,11.01,13.90,373.00,0.76,7333384#5_0,5.10,0.00,128.00,tripinfo_veh413 routing_veh413,245.00,veh413,1,2965.04,1.10,0.00,75.95,veh_passenger,,2,13.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511016#2_0,45.75,8.23,373.00,0.80,-7510787#0_0,12.10,0.00,218.00,tripinfo_bus235 routing_bus235,155.00,bus235,1,1281.01,1.00,0.00,22.82,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511227#8_0,116.23,8.37,374.00,0.31,126710258_0,5.10,30.55,61.00,tripinfo_veh197 routing_veh197,313.00,veh197,1,8122.26,1.10,0.00,21.15,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,150494223#2_0,10.99,8.55,377.00,0.00,7329537#0_0,5.10,0.00,0.00,tripinfo_veh0 routing_veh0,377.00,veh0,1,4572.98,1.06,0.00,80.12,veh_passenger,,1,20.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,150447633#1_0,55.98,8.96,378.00,0.15,-7510619#11_0,5.10,0.00,63.00,tripinfo_veh204 routing_veh204,315.00,veh204,1,2757.11,1.08,0.00,81.42,veh_passenger,,1,40.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,428868293_1,52.34,23.40,378.00,0.97,-1237525536#0_0,5.10,0.00,147.00,tripinfo_veh474 routing_veh474,231.00,veh474,1,3102.44,1.24,0.00,43.93,veh_passenger,,1,15.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-700655000#0_0,7.51,8.57,379.00,0.91,7333122#8_0,5.10,0.00,134.00,tripinfo_veh432 routing_veh432,245.00,veh432,1,2561.89,1.09,0.00,72.15,veh_passenger,,2,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511800#4_0,11.32,8.07,380.00,0.02,7330228#2_0,12.10,0.00,232.00,tripinfo_bus251 routing_bus251,148.00,bus251,1,1169.37,1.00,0.00,50.53,bus_bus,,2,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-375831411#0_0,11.20,14.51,382.00,0.03,7510472#10_0,5.10,0.00,159.00,tripinfo_veh516 routing_veh516,223.00,veh516,1,2435.67,1.08,0.00,56.49,veh_passenger,,2,14.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7516981#8_0,18.84,8.30,382.00,0.26,353934796#6_0,12.10,0.00,284.00,tripinfo_bus307 routing_bus307,98.00,bus307,1,727.50,1.00,0.00,9.30,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7546962#1_0,50.16,8.25,383.00,0.30,7551107#0_0,5.10,9.35,4.00,tripinfo_veh12 routing_veh12,379.00,veh12,1,4657.95,1.12,0.00,57.32,veh_passenger,,2,16.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7517075#1_0,92.09,14.10,383.00,0.60,176759905#7_0,5.10,0.00,69.00,tripinfo_veh222 routing_veh222,314.00,veh222,1,3602.54,1.11,0.00,105.98,veh_passenger,,4,56.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-73180134#10_0,28.96,8.29,384.00,0.03,7330445#5_0,5.10,0.00,216.00,tripinfo_veh701 routing_veh701,168.00,veh701,1,1013.83,1.06,0.00,76.19,veh_passenger,,3,52.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-251595016#0_0,30.76,13.73,389.00,0.03,7519812#2_0,5.10,0.00,98.00,tripinfo_veh318 routing_veh318,291.00,veh318,1,4306.25,1.05,0.00,39.56,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7549066#1_0,96.55,13.39,390.00,0.99,7546764#2_0,0.20,0.00,196.00,tripinfo_bus211 routing_bus211,194.00,bus211,1,2117.48,1.00,0.00,52.70,bus_bus,,2,21.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,922849150_0,33.52,10.07,391.00,0.71,-7546339#12_0,5.10,0.00,164.00,tripinfo_veh530 routing_veh530,227.00,veh530,1,2582.30,1.24,0.00,43.93,veh_passenger,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330758#2_0,50.01,6.91,393.00,0.59,-7330037#3_0,5.10,7.92,81.00,tripinfo_veh261 routing_veh261,312.00,veh261,0,76.39,0.95,0.00,302.47,veh_passenger,,1,301.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7520261#0_0,8.94,8.12,393.00,0.26,-1267986279_0,5.10,7.66,215.00,tripinfo_veh697 routing_veh697,178.00,veh697,1,1599.95,0.92,0.00,27.86,veh_passenger,,1,1.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,201499626#8_0,75.17,7.43,394.00,0.96,59312878#4_0,5.10,0.00,94.00,tripinfo_veh302 routing_veh302,300.00,veh302,1,2557.26,0.99,0.00,92.14,veh_passenger,,3,58.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7516961#5_0,82.52,6.24,398.00,0.74,7516843#3_0,5.10,0.00,144.00,tripinfo_veh465 routing_veh465,254.00,veh465,1,1263.02,0.76,0.00,93.55,veh_passenger,,3,56.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329666#1_0,40.76,8.53,399.00,0.59,150446309#2_0,5.10,0.00,77.00,tripinfo_veh248 routing_veh248,322.00,veh248,1,3714.57,1.09,0.00,53.04,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511239#1_0,68.37,12.91,402.00,0.88,-231684806#5_0,5.10,0.00,32.00,tripinfo_veh101 routing_veh101,370.00,veh101,1,4466.88,1.01,0.00,77.06,veh_passenger,,1,37.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,10.35,406.00,0.00,-275095923#6_0,5.10,0.00,310.00,tripinfo_myflow1.12 routing_myflow1.12,96.00,myflow1.12,1,541.87,0.76,0.00,12.08,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7332983_0,55.30,8.20,408.00,0.22,7510545_0,5.10,0.00,125.00,tripinfo_veh405 routing_veh405,283.00,veh405,1,3610.80,1.08,0.00,36.93,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,12.83,408.00,0.50,-275095923#6_0,5.10,0.00,328.00,tripinfo_myflow1.13 routing_myflow1.13,80.00,myflow1.13,1,541.87,0.98,0.00,14.53,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7517113_0,77.35,8.78,412.00,0.05,7510695#4_0,5.10,0.00,78.00,tripinfo_veh253 routing_veh253,334.00,veh253,1,4276.00,1.15,0.00,65.45,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.37,412.00,0.00,-275095923#6_0,5.10,0.00,345.00,tripinfo_myflow1.14 routing_myflow1.14,67.00,myflow1.14,1,541.87,1.07,0.00,6.79,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-328804297#2_0,7.56,5.99,413.00,0.12,464620090#0_0,5.10,0.00,30.00,tripinfo_veh97 routing_veh97,383.00,veh97,1,3911.26,0.83,0.00,48.99,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512983#0_0,37.39,7.13,413.00,0.04,-7510879#1_0,5.10,0.00,90.00,tripinfo_veh292 routing_veh292,323.00,veh292,1,2918.63,0.96,0.00,89.82,veh_passenger,,4,37.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510628#20_0,25.16,7.17,414.00,0.37,1073808574_0,5.10,13.83,74.00,tripinfo_veh239 routing_veh239,340.00,veh239,1,4324.69,1.00,0.00,46.77,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511620_0,68.67,9.56,415.00,0.14,7517349_0,5.10,0.00,10.00,tripinfo_veh32 routing_veh32,405.00,veh32,1,4704.07,1.15,0.00,103.21,veh_passenger,,4,47.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510675#0_0,18.08,7.77,415.00,0.81,7510891#4_0,12.10,0.00,340.00,tripinfo_bus367 routing_bus367,75.00,bus367,1,842.13,1.00,0.00,11.66,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1025170761#1_0,5.43,12.49,415.00,0.96,7333154#3_0,4.13,0.00,334.00,tripinfo_veh1081 routing_veh1081,81.00,veh1081,1,647.34,0.97,0.00,10.29,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7511796#7_0,11.10,8.39,416.00,0.82,7329911_0,5.10,8.67,80.00,tripinfo_veh257 routing_veh257,336.00,veh257,1,2582.55,1.04,0.00,89.33,veh_passenger,,3,42.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,712377504_0,13.65,13.45,417.00,0.79,-7517288#0_0,0.20,0.00,43.00,tripinfo_veh137 routing_veh137,374.00,veh137,1,6918.45,1.01,0.00,52.05,veh_passenger,,1,12.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7333010_0,58.78,7.55,420.00,0.13,71325978#2_0,5.10,0.00,18.00,tripinfo_veh58 routing_veh58,402.00,veh58,1,4222.02,1.00,0.00,56.18,veh_passenger,,1,15.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512865#1_0,28.35,7.64,420.00,0.29,-48278111#2_0,5.10,0.00,191.00,tripinfo_veh619 routing_veh619,229.00,veh619,1,1917.79,0.97,0.00,51.69,veh_passenger,,3,19.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7510698#3_0,34.91,7.42,424.00,0.77,7515994#3_0,5.10,0.00,63.00,tripinfo_veh202 routing_veh202,361.00,veh202,1,3614.26,0.94,0.00,65.48,veh_passenger,,2,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,768802657#0_0,0.67,6.99,424.00,0.70,7516007#3_0,12.10,0.00,241.00,tripinfo_bus260 routing_bus260,183.00,bus260,1,1748.54,1.00,0.00,38.63,bus_bus,,2,6.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7333270#1_0,43.86,7.31,426.00,0.72,-7510698#3_0,5.10,8.40,38.00,tripinfo_veh121 routing_veh121,388.00,veh121,1,5051.33,1.01,0.00,63.06,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7333520#2_0,7.79,13.46,426.00,0.69,7512865#7_0,5.10,0.00,62.00,tripinfo_veh199 routing_veh199,364.00,veh199,1,4260.80,1.03,0.00,84.05,veh_passenger,,3,26.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510857#6_0,12.41,7.80,427.00,0.65,-89708121#7_0,12.10,8.33,216.00,tripinfo_bus233 routing_bus233,211.00,bus233,1,2171.21,1.00,0.00,36.50,bus_bus,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7327084_0,137.34,8.05,429.00,0.06,-7325999_0,5.10,13.65,131.00,tripinfo_veh425 routing_veh425,298.00,veh425,1,2490.94,0.98,0.00,55.19,veh_passenger,,1,22.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519674_0,73.72,2.95,429.00,0.33,-431439709_0,5.10,7.72,163.00,tripinfo_veh528 routing_veh528,266.00,veh528,1,2092.59,0.93,0.00,32.29,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-120002646#3_0,51.06,14.55,431.00,0.83,7512306#1_0,5.10,0.00,15.00,tripinfo_veh46 routing_veh46,416.00,veh46,1,4063.06,1.09,0.00,177.88,veh_passenger,,4,117.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,148672335#0_0,46.19,8.45,433.00,0.05,-7510625#5_0,5.10,0.00,204.00,tripinfo_veh662 routing_veh662,229.00,veh662,1,2964.75,1.03,0.00,50.86,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-1267989605#1_0,29.94,13.29,434.00,0.50,-275095923#6_0,5.10,0.00,363.00,tripinfo_myflow1.15 routing_myflow1.15,71.00,myflow1.15,1,541.87,1.00,0.00,7.00,DEFAULT_VEHTYPE,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7510628#9_0,21.31,6.95,436.00,0.11,424481862#0_0,5.10,13.23,34.00,tripinfo_veh110 routing_veh110,402.00,veh110,1,3998.53,0.95,0.00,61.34,veh_passenger,,2,11.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329618#1_0,167.71,8.49,436.00,0.65,-7330403#1_0,5.10,0.00,155.00,tripinfo_veh501 routing_veh501,281.00,veh501,1,2583.01,1.04,0.00,41.01,veh_passenger,,2,10.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-770514150#0_0,28.04,7.99,437.00,0.05,7516007#4_0,5.10,0.00,82.00,tripinfo_veh266 routing_veh266,355.00,veh266,1,3851.30,1.01,0.00,72.45,veh_passenger,,2,29.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7512900#0_0,5.89,6.66,438.00,0.30,186958455_0,12.10,0.00,187.00,tripinfo_bus202 routing_bus202,251.00,bus202,1,2421.92,1.00,0.00,67.48,bus_bus,,2,10.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1025158368#1_0,21.11,14.05,438.00,0.41,-7512946#3_0,5.10,0.00,38.00,tripinfo_veh122 routing_veh122,400.00,veh122,1,4778.49,1.10,0.00,70.29,veh_passenger,,2,17.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7330445#9_0,34.17,7.84,439.00,0.73,7515920#1_0,5.10,0.00,95.00,tripinfo_veh306 routing_veh306,344.00,veh306,1,3159.53,0.95,0.00,79.60,veh_passenger,,4,31.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7517212#5_0,93.93,14.79,440.00,0.64,7329466#1_0,5.10,0.00,45.00,tripinfo_veh144 routing_veh144,395.00,veh144,1,9114.27,1.12,0.00,32.03,veh_passenger,,1,2.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,726121299_0,53.06,7.53,441.00,0.53,7546032#0_0,5.10,3.95,68.00,tripinfo_veh219 routing_veh219,373.00,veh219,1,3623.80,0.95,0.00,72.86,veh_passenger,,1,24.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,80997959#0_0,101.14,29.52,443.00,0.48,7551290#8_0,5.10,0.00,348.00,tripinfo_veh1128 routing_veh1128,95.00,veh1128,1,1739.68,1.09,0.00,11.57,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7511527#6_0,32.51,6.76,447.00,0.17,7333344#5_0,5.10,0.00,165.00,tripinfo_veh535 routing_veh535,282.00,veh535,1,3247.56,0.96,0.00,56.08,veh_passenger,,2,15.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,1080074723#0_0,15.42,21.49,449.00,0.08,7520222_0,5.10,0.00,58.00,tripinfo_veh188 routing_veh188,391.00,veh188,1,6990.68,0.89,0.00,61.42,veh_passenger,,3,19.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,51067767#1_0,17.68,7.48,449.00,0.14,7333015_0,5.10,8.63,71.00,tripinfo_veh230 routing_veh230,378.00,veh230,1,4503.55,1.04,0.00,38.98,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7329795#0_0,35.45,6.31,449.00,0.19,7332117#3_0,5.10,0.00,92.00,tripinfo_veh298 routing_veh298,357.00,veh298,1,2732.44,0.85,0.00,75.64,veh_passenger,,3,32.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-7519730#15_0,42.51,7.63,454.00,0.04,1080848386_0,5.10,0.00,29.00,tripinfo_veh94 routing_veh94,425.00,veh94,1,5668.00,1.02,0.00,57.35,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512927#4_0,64.72,7.51,458.00,0.09,7516001_0,5.10,8.19,351.00,tripinfo_veh1139 routing_veh1139,107.00,veh1139,1,783.27,0.98,0.00,10.23,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,64223642#17_0,139.46,13.46,459.00,0.35,7330907#4_0,5.10,0.00,147.00,tripinfo_veh476 routing_veh476,312.00,veh476,1,3543.45,0.97,0.00,46.11,veh_passenger,,1,9.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-652294268#2_0,12.39,6.93,462.00,0.53,-7518886#0_0,5.10,0.00,64.00,tripinfo_veh206 routing_veh206,398.00,veh206,1,3591.81,0.97,0.00,89.22,veh_passenger,,2,44.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,-344554127#1_0,4.28,7.25,462.00,0.10,-747282191_0,1.14,0.00,99.00,tripinfo_veh321 routing_veh321,363.00,veh321,1,3199.17,0.98,0.00,127.86,veh_passenger,,2,88.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7329816#3_0,11.43,7.63,462.00,0.88,145007941#1_0,5.10,0.00,215.00,tripinfo_veh695 routing_veh695,247.00,veh695,1,2076.08,1.00,0.00,73.92,veh_passenger,,2,44.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,899949498_0,186.38,11.12,462.00,1.57,7517367#5_0,5.10,0.00,338.00,tripinfo_veh1092 routing_veh1092,124.00,veh1092,1,1310.32,0.88,0.00,13.97,veh_passenger,,0,0.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7546441#1_0,47.41,12.55,464.00,0.46,228395905_0,5.10,0.00,124.00,tripinfo_veh401 routing_veh401,340.00,veh401,1,3927.45,0.93,0.00,84.66,veh_passenger,,3,46.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,7512875#1_0,2.81,9.70,465.00,0.57,-7510487#1_0,5.10,0.00,97.00,tripinfo_veh313 routing_veh313,368.00,veh313,1,3568.76,1.19,0.00,121.19,veh_passenger,,5,38.00
http://www.w3.org/2001/XMLSchema-instance,http://sumo.dlr.de/xsd/tripinfo_file.xsd,219839525_0,44.25,8.16,465.00,0.37,-7546275#0_0,5.10,0.00,192.00,tripinfo_veh622 routing_veh622,273.00,veh622,1,2893.43,1.01,0.00,34.68,veh_passenger,,0,0.00
